index, sex, mstatus, age, children, occupation, education, income, avbal, avtrans,
3908,F,single,37.97,0,IT,tertiary,7623.73,23551.6,3448.55,
3909,M,single,31.33,0,construct,secondary,7623.73,23551.6,3448.55,
3910,F,single,24.12,0,construct,professional,7623.73,23551.6,3448.55,
3911,M,widowed,62.98,1,medicine,professional,5474.64,71554.71,6149.5,
3912,F,widowed,60.14,2,finance,secondary,3104.84,15862.64,1371.61,
3913,F,divorced,26.79,1,government,tertiary,5540.08,16242.79,2410.22,
3914,M,married,40.3,0,medicine,secondary,2184.81,20938.27,1791.57,
3915,M,married,44.51,0,legal,secondary,3012.16,10556.22,1942.23,
3916,F,single,27.3,0,IT,secondary,778.86,13321.06,639.82,
3917,F,married,40.09,3,legal,tertiary,3148.99,44393.4,1788.78,
3918,F,married,28.79,2,government,secondary,3360.28,11999.11,1305.89,
3919,F,divorced,63.35,0,manuf,postgrad,4528.43,29935.34,2352.5,
3920,F,single,27.65,0,IT,tertiary,8220.77,33650.08,1724,
3921,M,divorced,39.35,0,IT,postgrad,12646,45614.77,4990.08,
3922,F,single,29.45,0,manuf,postgrad,4900.18,25039.13,1116.9,
3923,F,single,28,0,manuf,secondary,3473.44,8634,461.88,
3924,M,married,39.99,0,finance,tertiary,6547.61,24105.16,3190.05,
3925,M,married,31.98,1,legal,postgrad,10042.51,33808.37,2115.09,
3926,F,single,37.26,0,government,tertiary,5350.75,36887.67,1797.96,
3927,F,married,25.3,0,finance,tertiary,3703.99,11585.79,2265.1,
3928,F,single,47.54,0,IT,secondary,1888.72,7327.78,631.09,
3929,F,married,40.7,1,legal,tertiary,10070.58,30279.03,2562.92,
3930,F,single,26.47,0,construct,tertiary,10070.58,30279.03,2562.92,
3931,F,single,29.68,0,IT,tertiary,7623.89,25090.29,2013.05,
3932,F,single,27.37,0,finance,tertiary,5947.54,33438.78,3145.19,
3933,F,divorced,45.24,3,manuf,secondary,2507.75,9784.07,459.67,
3934,M,divorced,44.31,0,construct,tertiary,2507.75,9784.07,459.67,
3935,M,single,27.33,0,government,tertiary,7258.87,19399.3,1291.99,
3936,F,married,61.61,1,legal,secondary,2405.51,27666.07,1457.48,
3937,M,single,38.4,0,legal,tertiary,6987.4,14634.63,2464,
3938,M,married,55.89,0,IT,tertiary,6444.19,19620.56,974.19,
3939,F,widowed,77.85,1,retired,tertiary,4036.56,19850.77,1017.45,
3940,F,single,22.74,0,manuf,tertiary,2584.6,37175.32,1441.23,
3941,F,widowed,40.51,1,construct,secondary,2584.6,37175.32,1441.23,
3942,M,married,61.47,1,government,secondary,4161.76,12164.75,804.26,
3943,M,single,43.24,0,education,secondary,2818.48,5034.81,652.15,
3944,M,divorced,63.84,2,legal,tertiary,4520.32,26427.71,3093.63,
3945,M,single,36.1,0,government,tertiary,5641.47,36073.43,1072.21,
3946,M,widowed,54.48,1,education,secondary,2001.03,12168.67,66.45,
3947,F,widowed,55.13,1,government,tertiary,7834.91,16663.54,832.99,
3948,M,married,27.93,1,education,postgrad,7042.76,24725.07,2055.78,
3949,M,widowed,74.49,2,retired,secondary,1507.29,6379.57,1312.34,
3950,M,single,38.84,0,IT,secondary,1287.27,17070.51,1325.78,
3951,M,single,40.06,0,government,secondary,2500.05,10447.36,1260.75,
3952,F,married,58.43,2,medicine,tertiary,8388.07,34632.2,2363.37,
3953,M,married,30.95,1,construct,secondary,8388.07,34632.2,2363.37,
3954,F,married,45.03,0,construct,secondary,8388.07,34632.2,2363.37,
3955,M,single,24.32,0,education,postgrad,6858.53,24314.69,2167.11,
3956,F,married,40.26,2,medicine,tertiary,11227.44,25407.04,2263.32,
3957,F,widowed,59.91,1,medicine,tertiary,10667.06,20862.3,2961.87,
3958,F,single,27.37,0,legal,secondary,3005.43,27450.87,1180.61,
3959,M,single,32.34,0,legal,professional,13871.61,70036.59,7380.9,
3960,F,married,58.91,0,education,secondary,1994.95,11984.76,1089.57,
3961,F,single,39.35,0,legal,tertiary,6993.24,29022.47,1291.19,
3962,F,married,59.84,2,education,tertiary,4342.43,10967.83,1732.43,
3963,M,married,61.19,1,medicine,secondary,3101.46,20644.23,2069.24,
3964,F,single,40.18,0,education,tertiary,4858.29,16626.41,1002.78,
3965,F,single,22.79,0,finance,tertiary,6197.77,13636.92,561.87,
3966,F,married,27.55,3,medicine,postgrad,10097.2,19407.45,3426.73,
3967,F,married,48.35,0,medicine,professional,11592.62,68751.85,4427.97,
3968,M,married,51.88,1,manuf,tertiary,5562.99,8107.16,749.26,
3969,M,divorced,48.47,1,medicine,tertiary,7374.47,22851.98,1557.15,
3970,F,married,32.24,2,education,secondary,1851.68,8292.34,1020.62,
3971,M,married,39.91,1,legal,postgrad,10070.08,31831.41,2983.23,
3972,M,married,41.23,1,manuf,tertiary,5415.37,20360.49,1260.04,
3973,F,divorced,32.74,0,education,tertiary,2628.31,9526.36,822.45,
3974,M,widowed,57.9,1,finance,tertiary,6305.28,22821.95,2068.98,
3975,F,single,26.61,0,IT,secondary,1816.29,9076.6,1621.46,
3976,F,divorced,63.78,2,legal,secondary,2856.89,20429.68,1117.7,
3977,F,married,37.46,3,finance,tertiary,3352.98,26729.02,2004.85,
3978,M,single,29.28,0,construct,tertiary,3352.98,26729.02,2004.85,
3979,F,married,55.35,2,legal,professional,11351.92,59930.54,5954.57,
3980,F,single,28.02,0,education,postgrad,6914.45,32307.31,1280.89,
3981,M,widowed,66.81,2,retired,postgrad,4333.87,22911.99,544.23,
3982,M,widowed,73.52,0,retired,secondary,2050.88,11913.21,798.53,
3983,F,divorced,61.17,0,IT,tertiary,5682.73,15009.86,1976.23,
3984,F,divorced,47.06,0,construct,secondary,5682.73,15009.86,1976.23,
3985,F,divorced,44.66,0,government,secondary,967.97,12241.26,775.93,
3986,M,married,35.61,2,legal,tertiary,11836.42,46907.68,971.43,
3987,F,widowed,67.21,0,retired,tertiary,2620.22,11981.73,1516.93,
3988,F,divorced,45.02,2,construct,tertiary,2620.22,11981.73,1516.93,
3989,M,single,19.35,0,IT,postgrad,9226.03,32797.4,2999.93,
3990,F,married,38.39,0,education,tertiary,5851.06,7687.31,992.61,
3991,M,divorced,43.55,4,government,tertiary,2971.49,32472.57,1381.16,
3992,M,married,42.3,0,legal,tertiary,7742,22211.02,1235.56,
3993,F,widowed,52.7,1,manuf,tertiary,5017.6,35903.46,2159.1,
3994,M,married,38.63,2,education,tertiary,6195.22,30178.78,860.69,
3995,M,divorced,59.63,0,manuf,secondary,1247.12,12008.02,1334.78,
3996,M,divorced,35.26,2,legal,postgrad,11278.67,42993.68,3702.59,
3997,F,married,40.03,0,manuf,secondary,3206.35,11715.88,1162.29,
3998,F,widowed,86.57,0,retired,secondary,1100.22,10041.2,799.06,
3999,F,divorced,39.87,0,finance,postgrad,9470.04,30046.89,2999.74,
4000,M,widowed,69.39,0,retired,secondary,1509.81,10106.17,975.86,
4001,F,married,33.8,3,IT,secondary,1293.88,14179.72,892.22,
4002,M,single,21.36,0,finance,postgrad,4318.04,36794.89,4094.79,
4003,M,divorced,29.71,1,manuf,postgrad,8732.93,29703.28,2435.62,
4004,M,divorced,63.27,1,education,tertiary,4623.12,20011.77,1033.33,
4005,M,single,21.15,0,construct,tertiary,4623.12,20011.77,1033.33,
4006,F,divorced,54.61,0,medicine,postgrad,10594.32,40043.24,4620.91,
4007,M,single,24.84,0,finance,tertiary,2421.14,18446.59,1535.75,
4008,F,single,30.36,0,legal,tertiary,9621.84,28217.62,2143.74,
4009,M,widowed,57.24,0,finance,secondary,2707.85,21542.2,1644.32,
4010,M,divorced,45.41,2,finance,secondary,1918.69,14246.49,1566.09,
4011,F,married,21.57,3,education,secondary,1742.8,21270.25,232.38,
4012,M,married,37.52,2,medicine,postgrad,4799.65,39693.73,5907.47,
4013,F,single,28.4,0,construct,secondary,4799.65,39693.73,5907.47,
4014,M,married,30.13,1,legal,professional,7960.42,39591.26,3202.93,
4015,F,divorced,45.23,0,education,tertiary,2146.52,5486.54,523.37,
4016,F,married,23.87,0,IT,postgrad,13362.71,29846.1,4182.25,
4017,M,married,32.95,3,manuf,secondary,3413.21,12368.94,837.46,
4018,M,divorced,45.04,0,IT,professional,6307.53,34071.83,4911.9,
4019,F,single,37.08,0,IT,secondary,3219.86,16278.86,1650.94,
4020,M,divorced,36.43,3,finance,tertiary,6005.47,25197.39,3123.17,
4021,F,married,40.13,2,manuf,secondary,3125.34,12365.9,924.07,
4022,F,single,26.56,0,manuf,secondary,2773.64,17136.1,702.84,
4023,M,divorced,37.51,0,legal,secondary,3053.2,16438.25,1280.88,
4024,F,single,31.45,0,education,tertiary,4724.34,13338.1,1022.75,
4025,M,married,24.99,1,construct,postgrad,4724.34,13338.1,1022.75,
4026,F,married,41.44,2,education,secondary,1738.06,2228.44,402.26,
4027,M,single,43.87,0,manuf,tertiary,4290.04,19263.42,681.67,
4028,F,divorced,38.95,2,manuf,tertiary,4001.02,19414.8,638.11,
4029,M,widowed,53.27,0,manuf,secondary,2588.96,19301.87,679.02,
4030,M,single,35.2,0,government,secondary,2646.07,6945.25,642.53,
4031,M,married,40.02,1,government,postgrad,7015.71,25006.16,3259.41,
4032,F,single,36.8,0,IT,tertiary,6660.39,13235.56,1875.54,
4033,F,married,36.52,2,medicine,secondary,2204.65,14888.87,1900.26,
4034,M,single,28.49,0,education,postgrad,6842.28,15104.23,2283.45,
4035,F,married,55.04,4,legal,postgrad,10045.11,53157.56,3999.99,
4036,M,married,29.22,1,construct,postgrad,10045.11,53157.56,3999.99,
4037,M,married,40.1,1,IT,tertiary,6057.94,19913.19,583.91,
4038,F,single,30.76,0,legal,tertiary,7687.09,29953.08,2890.63,
4039,M,married,44.77,4,finance,tertiary,6000.37,30959.38,2954.36,
4040,F,single,23.02,0,finance,tertiary,6199.65,31170.37,1477.87,
4041,F,single,22.31,0,finance,secondary,1820.42,24627.7,339.2,
4042,M,married,29.2,1,education,postgrad,6645.58,17854.42,1623.45,
4043,F,widowed,73.34,0,retired,postgrad,4239.27,21682.88,507.48,
4044,F,married,39.64,0,government,postgrad,11537.67,28470.93,1424.28,
4045,F,single,39.43,0,finance,professional,11153.68,34123.11,4998.49,
4046,M,divorced,45.19,2,government,tertiary,5036.79,33312.83,1570.1,
4047,M,widowed,89.82,1,retired,professional,4663.45,21324.48,1148.25,
4048,F,single,44.64,0,education,postgrad,7731.84,22318.23,1939.53,
4049,F,single,22.29,0,education,tertiary,4238.23,6824.02,1173.06,
4050,F,married,39.89,2,government,secondary,2448.95,12276.7,1175.87,
4051,M,divorced,44.96,0,government,tertiary,7805.59,35949.32,1568.51,
4052,F,married,42.44,0,medicine,postgrad,4912.98,44630,3857.94,
4053,F,divorced,54.91,0,finance,secondary,1809.57,14081.38,1160.03,
4054,F,single,22.66,0,education,tertiary,3999.98,21020.06,1026.44,
4055,F,widowed,74.48,1,retired,secondary,2477.55,17852.5,694.51,
4056,F,single,23.85,0,manuf,tertiary,5329.87,32071.21,1472.53,
4057,F,single,41.45,0,legal,postgrad,10626.35,41194.3,4041.54,
4058,M,divorced,33.65,3,manuf,professional,3790.03,36967.04,2353.71,
4059,F,divorced,58.49,2,legal,postgrad,10544.49,40257.19,2946.58,
4060,M,married,22.76,2,government,secondary,4229.73,9387.8,659.65,
4061,F,widowed,60.02,0,education,tertiary,4230.75,20107.46,844.88,
4062,M,single,25.4,0,manuf,secondary,2172.62,10964.36,803.49,
4063,M,married,64.46,2,manuf,secondary,1785.28,12773.86,422.7,
4064,M,single,27.92,0,construct,tertiary,1785.28,12773.86,422.7,
4065,F,single,39.17,0,education,postgrad,3119.21,19225.41,2785.66,
4066,F,single,18.23,0,manuf,tertiary,5000.05,19999.59,1415.69,
4067,F,divorced,58.61,0,manuf,tertiary,5523.91,39581.61,804.34,
4068,F,married,42.21,0,manuf,professional,11474.91,11826.49,3801.47,
4069,F,single,21.03,0,education,tertiary,4007.78,21272.9,203.42,
4070,M,single,35.74,0,finance,postgrad,7009.06,17852.27,1253.07,
4071,F,married,47.17,1,medicine,postgrad,12625.48,49295.63,5184.89,
4072,F,married,58.13,0,construct,tertiary,12625.48,49295.63,5184.89,
4073,M,widowed,58.88,1,manuf,secondary,2442.85,10739.42,662.96,
4074,F,single,42.47,0,government,tertiary,7908.04,19903.26,596.39,
4075,F,married,44.48,3,finance,tertiary,7326.87,32765.06,2012.5,
4076,F,married,39.65,1,finance,tertiary,5935.34,23160.39,3434.65,
4077,M,single,28.28,0,manuf,tertiary,3431.87,20807.41,1695.6,
4078,M,married,39.33,4,manuf,secondary,3074.95,19381.15,348.9,
4079,F,widowed,51.57,1,IT,secondary,1909.66,17211.45,1154.99,
4080,M,married,40.35,0,medicine,secondary,4831.38,11110.29,2290.35,
4081,M,single,25.45,0,IT,secondary,1141.84,15965.91,236.28,
4082,F,widowed,77.29,0,retired,postgrad,4186.06,24809.09,1424.43,
4083,F,married,28.9,1,government,tertiary,7808.41,4394.56,520.7,
4084,M,divorced,37.35,0,finance,tertiary,9779.59,11898.53,1999.61,
4085,F,married,39.07,0,government,tertiary,3015.83,38109.96,565.16,
4086,M,single,29.22,0,IT,professional,8934.01,37954.77,5176.78,
4087,F,single,27.06,0,IT,secondary,2156.39,8892.17,773.21,
4088,F,widowed,50.61,1,manuf,secondary,907.46,11189.4,947.1,
4089,F,divorced,28.88,2,medicine,secondary,3003.96,31917.25,1783.68,
4090,F,married,40.24,2,finance,tertiary,6575.58,12794.48,3402.32,
4091,M,single,24.26,0,manuf,postgrad,12877.39,24941.48,2449.34,
4092,F,single,25.18,0,manuf,tertiary,5066.21,19978.49,1697.88,
4093,F,single,25.12,0,medicine,tertiary,6944.17,26580.24,2120.95,
4094,F,single,27.83,0,construct,secondary,6944.17,26580.24,2120.95,
4095,F,married,34.07,3,medicine,tertiary,8731.53,30395.92,2228.15,
4096,M,single,18.54,0,construct,tertiary,8731.53,30395.92,2228.15,
4097,M,married,47.09,1,finance,tertiary,5654.38,23971.62,2692.94,
4098,M,married,24.52,0,manuf,secondary,3752.92,14734.8,915.5,
4099,M,married,69.37,2,retired,tertiary,2236.3,16992.07,1108.3,
4100,M,married,53.33,0,government,secondary,1617.37,5736.26,780.99,
4101,F,widowed,73.75,1,retired,professional,4861.76,24666.64,445.01,
4102,M,married,39.4,2,legal,tertiary,5149.08,24736.49,2478.21,
4103,M,married,35.05,2,manuf,professional,11271.29,15057.25,4502.76,
4104,M,married,31.25,0,IT,postgrad,13427.64,30024.06,3147.04,
4105,F,single,46.42,0,IT,professional,12142.57,21568.66,5013.12,
4106,F,single,29.53,0,government,secondary,1082.17,17021.03,439.66,
4107,F,divorced,57.96,1,medicine,tertiary,6291.63,29394.38,2438.45,
4108,F,married,46.56,1,government,secondary,2569.69,20638.57,850.42,
4109,M,married,39.31,1,education,postgrad,5912.17,25660.22,1881.11,
4110,M,single,42.73,0,manuf,tertiary,2647.27,8213.23,1905.46,
4111,F,single,20.18,0,medicine,tertiary,9122.26,14353.42,3162.93,
4112,M,married,56.67,2,medicine,tertiary,4756.26,17374.99,1814.19,
4113,F,divorced,44.9,1,government,professional,8462.11,55560.14,5461.13,
4114,M,married,40.52,2,manuf,tertiary,5301.32,19781.1,1338.23,
4115,F,single,41.57,0,government,tertiary,5030.4,202.15,2142.93,
4116,F,divorced,47.06,3,manuf,tertiary,7116.46,39258.6,2075.19,
4117,F,divorced,70.61,2,retired,tertiary,4374.79,13122.68,1670.45,
4118,M,single,18.53,0,manuf,postgrad,10962.88,41120.92,2519.88,
4119,M,married,47.93,3,IT,postgrad,4489.32,30910.07,2239.43,
4120,F,divorced,34.11,2,government,secondary,1711.35,10932.66,700.23,
4121,M,widowed,46.47,1,government,secondary,537.21,10736.6,419.08,
4122,M,married,40.62,0,construct,secondary,537.21,10736.6,419.08,
4123,M,married,36.25,1,IT,postgrad,6416.98,30024.21,3244.55,
4124,F,single,30.42,0,construct,tertiary,6416.98,30024.21,3244.55,
4125,F,divorced,54.57,3,government,professional,8181.58,30953.28,3769.49,
4126,F,single,25.58,0,IT,secondary,1982.9,14759.69,2128.55,
4127,M,married,53.83,1,manuf,secondary,2541.97,19138.09,1025.43,
4128,F,divorced,56.91,2,manuf,professional,13474.77,30908.53,1353.59,
4129,M,divorced,43.65,1,government,secondary,3413.72,13845.73,780.69,
4130,F,single,29.08,0,manuf,postgrad,7508.76,35454.29,2842.74,
4131,M,divorced,57.85,2,construct,postgrad,7508.76,35454.29,2842.74,
4132,F,married,44.7,1,education,tertiary,5585.7,17850.38,963.03,
4133,M,married,41.66,2,legal,postgrad,16506.03,40995.4,5046.96,
4134,M,widowed,59.86,1,IT,tertiary,2131.78,24787.56,915.67,
4135,M,single,24.12,0,IT,postgrad,8481.29,29973.75,2415.78,
4136,F,divorced,70.64,0,retired,tertiary,4014.31,18388.2,470.09,
4137,M,married,66.19,2,retired,tertiary,3899.46,3493.01,777.88,
4138,M,single,32.84,0,legal,secondary,3000,12435.76,1858.24,
4139,M,married,40,2,IT,tertiary,5364.1,25238.51,2680.13,
4140,M,married,41.7,0,government,secondary,2170.2,17181.48,263.62,
4141,M,widowed,61.3,4,medicine,professional,14839.51,72710.16,5570.72,
4142,M,divorced,46,2,education,secondary,986.34,6275.37,277.03,
4143,F,divorced,43.83,0,manuf,tertiary,4602.94,2556.48,611.35,
4144,F,married,48.62,2,construct,professional,4602.94,2556.48,611.35,
4145,F,married,32.34,0,IT,tertiary,9324.07,31754.51,1931.44,
4146,F,divorced,44.89,0,finance,secondary,1983.66,15819.86,525.16,
4147,F,married,37.13,2,manuf,secondary,2459.35,11361.93,932.84,
4148,F,married,44.6,2,IT,professional,11018.49,33483.98,6929.48,
4149,F,single,19.39,0,legal,tertiary,6933.38,33298.97,2479.82,
4150,F,divorced,31.68,1,medicine,secondary,3259.86,7624.3,2686.59,
4151,F,married,29.95,0,education,professional,8366.13,11356.18,4540.69,
4152,F,married,24.57,0,legal,secondary,3115.65,13317.47,2692.56,
4153,M,single,38.53,0,finance,tertiary,7241.86,17543.23,541.4,
4154,F,married,39.23,3,government,postgrad,7469.67,25067.13,3523.99,
4155,F,married,44.84,1,education,postgrad,4568.68,45893.51,1998.89,
4156,M,single,21.46,0,finance,postgrad,9237.55,35883.97,3498.85,
4157,F,married,45.51,1,government,secondary,3570.74,19249.26,468.79,
4158,F,divorced,71.37,2,retired,secondary,841.55,12339.93,539.39,
4159,M,married,39.67,2,medicine,secondary,2398.56,12410.33,1799.99,
4160,F,single,18.66,0,finance,tertiary,9500.83,28145.32,2949.99,
4161,F,married,44.03,1,government,secondary,2998.4,15975.42,809.72,
4162,M,single,26.18,0,government,tertiary,7097.47,19208.17,542.77,
4163,F,single,26.26,0,finance,professional,10861.4,41657.38,7895.15,
4164,M,divorced,32.79,2,government,tertiary,5880.74,19716.1,1484.27,
4165,M,divorced,30.93,3,government,secondary,3741.26,20344,691.51,
4166,F,married,41.12,0,IT,tertiary,5466.38,36543.78,2649.14,
4167,F,divorced,54.29,1,legal,secondary,1584.06,22330.63,1794.73,
4168,M,single,23.94,0,manuf,professional,5210.01,25637.5,6130.17,
4169,M,single,27.71,0,education,postgrad,7774.74,26347.53,1704.24,
4170,F,divorced,45.13,1,finance,tertiary,4494.96,21958.9,2100.03,
4171,M,single,27.02,0,government,postgrad,8640.56,33908.09,2503.09,
4172,M,married,39.99,1,finance,secondary,766.05,16013.4,1843.52,
4173,M,married,43.33,2,IT,secondary,3127.43,21292.46,1901.17,
4174,M,single,32.59,0,legal,tertiary,6265.57,27983.24,3857.86,
4175,M,married,27.37,0,government,tertiary,4406.41,26122.01,1732.72,
4176,F,widowed,55.61,2,finance,professional,13044.96,33998.28,4379.1,
4177,F,single,27.01,0,IT,postgrad,14423.81,29967.62,2105.76,
4178,M,married,63.83,1,education,secondary,2479.52,12310.49,70.46,
4179,M,married,41.33,1,government,secondary,2505,14376.64,913.93,
4180,F,divorced,56.46,1,legal,professional,13892.11,77693.4,6663.29,
4181,F,single,31.32,0,government,secondary,3423.95,12113.31,428.68,
4182,M,single,27.33,0,legal,tertiary,7086.54,32505.16,2048.36,
4183,M,married,62.04,1,manuf,secondary,1847.03,14849.6,652.7,
4184,F,married,43.09,1,medicine,tertiary,8675.32,34730.28,922.67,
4185,F,single,26.99,0,manuf,postgrad,5142.37,29496.82,2990.24,
4186,M,married,51.52,2,education,postgrad,5401.54,11815.72,1049.35,
4187,F,single,31.93,0,medicine,postgrad,10153.86,39021.62,4442.69,
4188,F,married,30.13,1,finance,postgrad,12752,21572.19,4557.78,
4189,F,married,40.4,0,government,secondary,4367.01,11999.76,630.75,
4190,M,divorced,54.05,3,government,postgrad,7260.66,30024.37,2701.44,
4191,F,divorced,47.28,2,IT,secondary,2070.08,25201.52,1269.89,
4192,M,divorced,38.7,1,IT,tertiary,5773.42,24512.18,2044.04,
4193,M,married,23.04,2,IT,professional,5616.9,35077.48,4650.87,
4194,F,single,25.02,0,legal,tertiary,6997.57,29969.22,2335.81,
4195,M,married,20.66,0,manuf,secondary,3710.94,3408.95,799.61,
4196,M,married,36.85,0,construct,tertiary,3710.94,3408.95,799.61,
4197,M,married,61.8,2,finance,professional,5763.8,45890.97,7036.89,
4198,M,married,65.62,3,retired,tertiary,3494.14,12684.93,1157.61,
4199,M,divorced,50.83,3,manuf,tertiary,7850.34,8489.56,2161.28,
4200,F,married,39.93,4,manuf,secondary,1247.56,2004.37,961.95,
4201,M,widowed,50.36,2,government,postgrad,2730.42,42168.35,3658.23,
4202,F,single,46.76,0,IT,secondary,536.07,8975.19,1281.19,
4203,F,single,40.63,0,construct,tertiary,536.07,8975.19,1281.19,
4204,F,widowed,45.43,2,construct,tertiary,536.07,8975.19,1281.19,
4205,M,widowed,52.02,0,government,secondary,795.39,5157.74,1121.3,
4206,F,married,51.52,2,education,tertiary,2612.16,10639.28,930.79,
4207,F,married,39.66,3,construct,professional,2612.16,10639.28,930.79,
4208,F,divorced,52.76,1,legal,postgrad,4265.98,37714.33,4054.74,
4209,F,single,20.3,0,manuf,tertiary,7824.73,29311.26,1169.24,
4210,F,married,26.78,0,construct,secondary,7824.73,29311.26,1169.24,
4211,M,divorced,39.94,1,finance,professional,14018.16,47657.3,5000.72,
4212,M,divorced,39.36,1,legal,postgrad,9991.25,40004.24,3131.73,
4213,M,married,40.21,1,government,tertiary,5004.41,35806.08,1584.18,
4214,M,married,62.52,2,education,professional,3446.18,36425.91,1997.26,
4215,F,married,39.49,1,government,secondary,2456.04,13659.9,713.46,
4216,F,married,38.61,1,legal,postgrad,14361.8,42129.14,2706.48,
4217,F,single,25.61,0,finance,secondary,1922.83,16183.73,1917.34,
4218,F,married,38.29,1,legal,tertiary,7018.56,28016.89,1590.69,
4219,M,married,48.01,2,education,secondary,2384.06,9079.89,761.63,
4220,M,married,39.12,1,government,secondary,2493.52,5853.03,798.45,
4221,F,widowed,77.32,3,retired,tertiary,4149.31,8688.05,600.27,
4222,F,single,19.37,0,finance,secondary,2495.93,20265.59,1308.42,
4223,M,divorced,44.21,1,construct,tertiary,2495.93,20265.59,1308.42,
4224,F,married,41.63,1,government,professional,8027.95,43453.62,5626.57,
4225,F,married,39.89,0,medicine,secondary,3032.05,23870.41,2712.51,
4226,M,single,29.5,0,manuf,secondary,2569.02,14801.47,1338.7,
4227,F,married,39.64,0,education,tertiary,5704.16,16908.86,503.97,
4228,M,married,59.6,0,legal,tertiary,11150.5,13898.97,2701.14,
4229,F,married,62.69,1,education,secondary,2007.49,14608.61,804.33,
4230,F,married,48.72,2,construct,secondary,2007.49,14608.61,804.33,
4231,F,married,40.21,1,manuf,tertiary,3590.23,25608.18,1635.64,
4232,M,single,22.21,0,IT,professional,11357.49,29943.47,7606.39,
4233,M,single,24.39,0,manuf,tertiary,5618.08,9345.51,561.08,
4234,F,married,51.99,2,IT,postgrad,14420.08,42809.6,2671.67,
4235,M,divorced,47,2,finance,tertiary,8813.65,35963.57,1985.83,
4236,M,single,28,0,finance,postgrad,10482.38,29932.74,2557.16,
4237,F,single,27.84,0,finance,postgrad,8876.88,14013.84,1060.62,
4238,M,married,47.43,0,construct,tertiary,8876.88,14013.84,1060.62,
4239,F,single,33.67,0,finance,tertiary,5997.25,23993.1,1652.42,
4240,M,widowed,60.45,2,manuf,secondary,2485.69,11659.99,867.09,
4241,M,married,56.4,3,finance,secondary,1647.4,7988.37,791.1,
4242,M,single,27.96,0,medicine,tertiary,7353.85,34757.3,2612.49,
4243,M,married,56.02,1,manuf,tertiary,5754.79,27581.37,1008.85,
4244,M,divorced,49.93,0,construct,tertiary,5754.79,27581.37,1008.85,
4245,M,widowed,62.18,1,education,secondary,2386.31,3150.84,597.7,
4246,M,divorced,43.67,3,IT,tertiary,6513.24,15215.89,3463.08,
4247,M,single,26.61,0,medicine,tertiary,8331.16,18160.47,2099.88,
4248,M,single,24.8,0,finance,tertiary,6550.66,36543.62,1219.76,
4249,M,single,20.27,0,finance,secondary,1857.09,16202.67,1187.88,
4250,F,married,40.57,3,finance,tertiary,5188.2,23999.57,2731.36,
4251,F,married,39.37,1,manuf,tertiary,4990.08,34413.06,1502.06,
4252,F,married,38.53,1,legal,postgrad,9404.27,44198.23,3555.47,
4253,F,married,64.4,1,manuf,tertiary,5050.87,4122.59,1900.96,
4254,F,married,46.42,0,medicine,tertiary,5511.58,31652.53,2487.25,
4255,M,divorced,45,0,government,secondary,3834.18,12314.51,1271.47,
4256,F,married,63.41,0,construct,secondary,3834.18,12314.51,1271.47,
4257,F,single,27.99,0,education,tertiary,3558.43,19899.57,1579.66,
4258,M,divorced,33.19,0,legal,secondary,3052.98,21070.34,1813.53,
4259,F,married,29.29,2,IT,postgrad,8985.52,40364.78,3039.89,
4260,F,married,40.32,1,finance,postgrad,14927.92,29171.67,2722.35,
4261,F,single,38.8,0,education,postgrad,6117.74,44133.75,1664.22,
4262,F,married,40.79,2,IT,tertiary,6123.38,22245.41,3444.68,
4263,F,single,27.99,0,construct,secondary,6123.38,22245.41,3444.68,
4264,M,widowed,88.36,2,retired,secondary,356.97,13975.78,522.37,
4265,F,married,38.18,2,manuf,tertiary,4957.58,29587.7,2152.12,
4266,F,single,47.11,0,IT,secondary,2111.99,20348.26,1202.45,
4267,F,divorced,26.86,3,government,professional,12079.58,41877.14,3804.19,
4268,M,single,44.81,0,government,tertiary,5192.21,17312.47,1539.89,
4269,F,divorced,35.63,2,IT,tertiary,3456.46,28887.67,1794.54,
4270,F,divorced,45.48,2,construct,postgrad,3456.46,28887.67,1794.54,
4271,F,single,43.45,0,education,secondary,3047.16,4860.83,1171.15,
4272,F,widowed,59.75,3,construct,secondary,3047.16,4860.83,1171.15,
4273,M,married,38.33,0,government,secondary,2488.9,6999.13,1007.91,
4274,F,married,40.22,1,legal,postgrad,9918.84,44125.54,3542.52,
4275,F,single,26.97,0,education,postgrad,5973.57,46769.52,2757.94,
4276,F,divorced,62,2,government,tertiary,2011.04,25910.78,1247.42,
4277,F,single,32.16,0,government,tertiary,4680.23,31179,1559.23,
4278,F,married,39.51,1,finance,tertiary,9193.88,32118.17,1574.34,
4279,F,divorced,43.13,0,IT,tertiary,8540.03,17104.11,1240.61,
4280,F,married,28.1,0,education,tertiary,3593.17,32529.34,661.32,
4281,F,single,34.47,0,construct,tertiary,3593.17,32529.34,661.32,
4282,F,married,57.84,1,construct,postgrad,3593.17,32529.34,661.32,
4283,F,single,28.43,0,IT,tertiary,6804.63,29113.22,3146.81,
4284,M,single,21.6,0,IT,tertiary,7520.23,19259.63,2350.38,
4285,M,married,22.51,3,finance,secondary,2598.71,14712.18,436.23,
4286,F,widowed,42.2,0,education,tertiary,4879.87,28795.72,1179.34,
4287,F,married,40,1,legal,postgrad,10000.16,34015.69,3041.16,
4288,M,divorced,48.43,0,construct,tertiary,10000.16,34015.69,3041.16,
