,index,sex,mstatus,age,children,occupation,education,income,avbal,avtrans,decision,predict_score
890,891,F,divorced,44.22,1,manuf,tertiary,2043.2,31491.39,2401.3,None,5.433498470180552
891,892,F,married,32.67,2,manuf,tertiary,4974.5,25767.69,612.52,None,4.544157777073018
892,893,M,single,42.44,0,finance,tertiary,7914.49,24004.22,1451.04,None,5.1823538043381685
893,894,F,married,37.58,1,government,secondary,2555.1,9076.67,883.13,None,4.175094155758755
894,895,M,single,40.84,0,medicine,secondary,3022.15,19926.25,1798.34,None,5.037343210508443
895,896,M,single,42.05,0,construct,secondary,3022.15,19926.25,1798.34,None,5.064817216193093
896,897,F,married,46.89,2,finance,secondary,2753.35,17511.0,1263.74,None,4.697112733629471
897,898,M,married,60.44,0,government,tertiary,4455.39,20460.67,1324.95,None,4.865391839661797
898,899,M,married,47.54,2,manuf,secondary,3404.6,10350.68,594.02,A,4.315152210680742
899,900,F,married,55.98,2,medicine,tertiary,6923.76,22465.76,2259.66,None,5.0396919950551275
900,901,F,married,38.99,1,legal,secondary,987.21,12483.21,1416.69,A,4.501535110114856
901,902,M,married,35.62,2,IT,postgrad,8719.34,45789.94,3134.8,None,5.613259007748698
902,903,M,single,35.43,0,finance,tertiary,5997.88,37382.28,1446.81,None,5.169888946772852
903,904,F,divorced,42.65,2,finance,postgrad,8979.81,17330.58,2291.6,None,5.265899886567018
904,905,F,married,31.28,2,construct,secondary,8979.81,17330.58,2291.6,A,4.8549326934463055
905,906,F,married,50.13,2,government,tertiary,2601.39,27161.11,1472.24,A,4.95188264128117
906,907,M,single,30.93,0,education,tertiary,4018.73,21433.63,929.56,None,4.75335270564968
907,908,M,widowed,60.12,1,finance,secondary,1875.26,19448.39,1183.67,None,4.686755056876755
908,909,M,married,57.12,1,legal,tertiary,11915.06,31091.86,3770.24,None,5.465250191721205
909,910,F,widowed,48.39,1,finance,secondary,1683.62,16039.74,1016.57,None,4.588315101447639
910,911,F,single,25.77,0,finance,secondary,2058.16,16096.06,2063.76,None,4.771517533040495
911,912,F,married,36.61,2,government,secondary,2710.7,11500.63,215.42,A,3.8676826396132737
912,913,F,married,38.18,0,finance,professional,8056.97,33921.23,4120.25,None,5.498665831601586
913,914,F,divorced,69.84,1,retired,secondary,465.49,10452.61,841.13,None,3.671361726618616
914,915,M,single,31.73,0,manuf,tertiary,5230.52,20233.27,679.47,None,4.628742575500149
915,916,F,single,37.65,0,IT,tertiary,3563.27,34287.13,2247.84,None,5.281900390695636
916,917,F,married,68.91,0,retired,secondary,1710.87,15704.78,331.91,None,3.5332505312500997
917,918,F,widowed,68.85,3,retired,tertiary,2869.38,14723.89,994.85,None,4.018156142654503
918,919,F,married,39.45,0,construct,tertiary,2869.38,14723.89,994.85,None,4.551098516064809
919,920,F,married,23.64,3,construct,secondary,2869.38,14723.89,994.85,None,4.346944710138104
920,921,F,single,35.58,0,finance,tertiary,6222.71,16219.16,2331.09,None,5.015456341508342
921,922,M,married,54.98,1,manuf,tertiary,4470.57,5062.34,1732.38,None,4.464172976742345
922,923,F,widowed,70.66,0,retired,postgrad,5163.77,8018.26,1079.94,None,3.8813064009676745
923,924,F,single,22.37,0,government,secondary,1405.43,5966.49,401.0,None,3.717065989565495
924,925,M,divorced,47.8,0,education,secondary,864.33,3960.82,589.42,None,3.92842695264288
925,926,M,divorced,69.45,2,retired,secondary,453.2,11051.0,410.66,None,3.5352292427340215
926,927,M,single,19.42,0,government,tertiary,5765.46,26466.66,1394.72,None,4.987118575822281
927,928,M,married,35.85,2,finance,tertiary,4800.78,16256.68,1194.17,None,4.791045707498734
928,929,F,married,40.35,3,government,secondary,2508.6,4032.28,711.69,A,3.8655185110014747
929,930,M,married,52.64,2,IT,tertiary,2247.32,15230.28,934.93,None,4.621305256669725
930,931,F,divorced,64.11,1,finance,tertiary,5271.01,18932.41,3413.28,None,5.124277682523671
931,932,F,married,41.64,0,education,postgrad,8762.33,14752.59,1487.77,None,4.901068638763092
932,933,F,married,51.6,1,construct,secondary,8762.33,14752.59,1487.77,A,4.65464403368181
933,934,F,married,36.42,2,education,secondary,2223.88,13187.61,836.24,None,4.291577235440309
934,935,F,widowed,78.11,1,retired,secondary,1301.5,15776.72,1100.96,None,3.952771598369394
935,936,F,widowed,74.04,3,retired,postgrad,3503.07,26654.02,1158.92,None,4.37912319606126
936,937,F,married,26.09,2,finance,tertiary,7415.44,24067.8,2215.54,A,5.0317606614820285
937,938,F,divorced,45.82,0,legal,secondary,703.6,20535.04,2585.65,None,5.144012828956082
938,939,F,divorced,55.73,2,legal,secondary,1818.49,13067.32,1433.77,None,4.54619184290448
939,940,M,married,22.16,2,IT,postgrad,8212.69,40886.35,3029.8,A,5.4978608699130564
940,941,M,divorced,42.68,1,finance,tertiary,7114.04,22848.03,1904.5,None,5.285280594199347
941,942,F,married,44.92,1,education,postgrad,3135.45,12064.45,3092.13,None,5.156828885020689
942,943,M,married,49.42,3,finance,postgrad,9004.81,36040.94,2204.53,None,5.494742344588579
943,944,F,married,47.65,1,IT,secondary,1471.6,17708.14,774.0,A,4.459152633147102
944,945,F,widowed,42.47,2,manuf,tertiary,5091.2,9689.83,1273.81,None,4.641989947762335
945,946,F,single,43.44,0,education,postgrad,7578.07,29778.37,1781.79,None,5.395774786273588
946,947,F,widowed,41.53,2,government,professional,9992.22,45693.93,3760.8,None,5.679197461363833
947,948,F,single,47.14,0,finance,secondary,688.16,9527.63,1334.82,None,4.483476658764535
948,949,F,single,22.37,0,manuf,secondary,3095.72,11810.51,550.17,None,4.108703479556508
949,950,F,single,27.56,0,IT,secondary,1803.87,10155.93,2048.41,None,4.566877434156476
950,951,F,single,31.69,0,government,tertiary,2526.79,35832.65,1716.39,None,5.092755413919431
951,952,M,divorced,56.88,0,IT,tertiary,6000.13,27015.19,2434.6,None,5.27773969602708
952,953,M,single,28.86,0,construct,professional,6000.13,27015.19,2434.6,None,5.342502664097968
953,954,F,widowed,63.38,0,education,secondary,2250.01,16508.32,859.39,None,4.402035713899094
954,955,F,divorced,57.22,0,manuf,secondary,2847.56,17110.17,851.85,None,4.455132526173424
955,956,M,single,27.84,0,manuf,professional,12355.92,40883.6,2952.64,None,5.51709972844123
956,957,M,married,41.43,1,finance,tertiary,5958.31,23352.22,3053.5,None,5.439250623275022
957,958,F,married,42.09,1,medicine,secondary,2926.77,21391.2,1002.58,None,4.688160593752052
958,959,F,widowed,59.95,3,finance,tertiary,5099.66,29388.88,758.57,None,4.706361402402029
959,960,M,single,20.2,0,medicine,tertiary,3506.84,27505.16,3778.29,None,5.342984827399938
960,961,M,single,18.71,0,government,tertiary,4871.11,23144.83,1121.04,B,4.834063395317594
961,962,M,single,29.54,0,government,tertiary,5303.54,26236.1,1322.16,None,4.985860014027848
962,963,F,married,46.62,1,medicine,tertiary,3914.73,20661.76,2954.27,A,5.231550818186121
963,964,F,married,63.23,0,education,tertiary,3954.57,21542.61,837.34,A,4.5243971343183835
964,965,M,divorced,60.78,3,finance,secondary,1031.51,16002.24,2043.92,None,4.816613577155219
965,966,M,single,24.71,0,finance,tertiary,2607.09,29870.55,432.46,None,4.566977979557405
966,967,F,married,40.2,3,finance,tertiary,5990.74,35978.05,1419.39,A,5.07710281453714
967,968,M,single,26.73,0,medicine,tertiary,7057.44,21252.9,4023.97,None,5.300761310689561
968,969,M,divorced,63.63,0,education,secondary,1975.08,10945.61,497.65,None,4.099791394738165
969,970,M,widowed,53.2,3,finance,postgrad,8903.41,30416.77,2915.53,None,5.500583308748
970,971,M,single,27.63,0,manuf,secondary,2497.75,16218.84,457.62,None,4.271309794021653
971,972,F,married,22.19,1,government,secondary,2479.72,11729.49,802.0,None,4.150413807200325
972,973,F,married,52.02,0,IT,secondary,889.98,19738.64,1201.9,None,4.5943746604739575
973,974,F,divorced,33.61,1,government,tertiary,6068.6,5378.2,984.01,None,4.179455029976647
974,975,F,single,28.72,0,education,postgrad,3440.76,25877.84,1113.6,None,4.88455278392297
975,976,M,married,20.06,2,IT,postgrad,14649.94,41026.37,1215.07,A,5.13944949463015
976,977,F,single,21.5,0,government,secondary,1031.38,7913.75,886.57,None,4.067563671769736
977,978,F,married,51.88,0,medicine,postgrad,9863.69,59435.66,2484.09,A,5.566068579353226
978,979,M,widowed,60.17,3,education,tertiary,5886.44,13902.8,945.28,None,4.566179098509664
979,980,M,single,37.32,0,legal,secondary,3165.87,10009.49,1165.61,None,4.486081103353561
980,981,F,married,40.03,1,manuf,postgrad,11411.53,24844.95,1173.63,None,4.987169621718486
981,982,F,single,23.67,0,government,postgrad,9211.97,25957.57,2595.54,B,5.267247831862382
982,983,F,single,23.83,0,government,secondary,3535.71,16250.07,290.77,B,4.090407949538768
983,984,F,divorced,44.83,4,government,professional,6434.98,10797.75,3713.02,None,5.2481198877495
984,985,F,single,34.5,0,finance,postgrad,9302.75,19956.82,2997.42,None,5.277926000929458
985,986,F,single,23.08,0,medicine,postgrad,9998.06,41793.7,3878.02,None,5.484036337376395
986,987,F,divorced,38.21,2,IT,secondary,586.61,18404.74,1580.6,None,4.774820656280988
987,988,M,single,35.71,0,manuf,professional,10133.49,49954.49,3796.31,None,5.684949350370365
988,989,F,married,51.4,2,manuf,postgrad,2692.48,20954.73,2516.79,None,5.13951204164783
989,990,M,married,25.79,0,construct,secondary,2692.48,20954.73,2516.79,A,5.054448893824195
990,991,M,single,20.5,0,construct,secondary,2692.48,20954.73,2516.79,None,5.045408336440539
991,992,M,single,27.49,0,manuf,postgrad,4899.43,26342.31,2994.99,None,5.387392589322834
992,993,F,married,22.13,1,IT,tertiary,3085.8,16657.99,1899.98,A,4.75736988309826
993,994,M,divorced,41.86,1,manuf,tertiary,4555.28,39739.32,1969.29,None,5.415499447950884
994,995,M,single,23.43,0,medicine,tertiary,11244.15,29928.04,2289.49,B,5.272508426343501
995,996,F,divorced,47.56,0,manuf,professional,11143.41,17825.67,3742.27,None,5.38570846308761
996,997,F,widowed,56.46,1,manuf,secondary,1049.13,16875.92,507.29,None,4.233958101092002
997,998,M,married,42.04,0,manuf,secondary,3377.81,14205.2,652.55,None,4.4980038949076775
998,999,M,widowed,72.92,1,retired,secondary,1694.83,8837.19,1342.45,None,3.9078321148779818
999,1000,M,single,27.03,0,finance,tertiary,4106.89,37121.38,1307.05,None,5.046565032118448
